GEOID,sovi_weighted,rank_weighted
g06103,1.9804300283512064,595.0
g06105,1.8181022161542317,662.0
g06107,3.4734541157125545,262.0
g06109,0.8518973329812205,1109.0
g06111,-2.483310904381258,2624.0
g06113,-1.458650399248368,2309.0
g06115,0.36713696532362816,1385.0
g08001,-1.331857104396144,2264.0
g08003,0.5072601439768636,1302.0
g08005,-2.821606509459945,2715.0
g08007,-1.943102034017072,2471.0
g08009,3.6446587835798847,237.0
g08011,-1.3367258426898299,2265.0
g08013,-5.74799181952985,3066.0
g08014,-6.6177460975191655,3106.0
g08015,-2.084905026731073,2518.0
g08017,0.07698189539208788,1538.0
g08019,-5.759062137182481,3068.0
g08021,3.4585338255596105,264.0
g08023,5.685692417773397,94.0
g08025,-6.478663465867492,3101.0
g08027,-1.9930418381594346,2486.0
g08029,-0.0368801558911116,1597.0
g08031,-0.103013951397801,1636.0
g08033,-2.2905739886999856,2569.0
g08035,-9.485154286113382,3139.0
g08037,-4.670168168674748,2996.0
g08039,-7.203418209777672,3118.0
g08041,-3.00151214364648,2755.0
g08043,-0.43323947484607384,1834.0
g08045,-3.7944300011734766,2907.0
g08047,-5.141449349887844,3031.0
g08049,-5.381648062483192,3046.0
g08051,-5.753819315532718,3067.0
g08053,3.2702869454223964,289.0
g08055,6.337643350052761,70.0
g08057,-1.170880509359993,2184.0
g08059,-3.967506881649304,2930.0
g08061,0.7540718943403752,1162.0
g08063,-1.7762084671656702,2419.0
g08065,-2.584237026838247,2652.0
g08067,-3.686719328976062,2887.0
g08069,-3.7798326102405126,2902.0
g08071,1.9156563236947135,625.0
g08073,-0.07070282811450174,1620.0
g08075,-1.8331889848741627,2438.0
g08077,-1.76954206707457,2417.0
g08079,1.7190637690908557,707.0
g08081,-3.32850582613313,2828.0
g08083,0.47283580936419467,1328.0
g08085,0.1815783889088598,1474.0
g08087,1.3947530450659062,856.0
g08089,5.417637446731273,108.0
g08091,-2.2209164507463925,2555.0
g08093,-5.909226329631025,3077.0
g08095,3.3152969063277102,282.0
g08097,-6.493325281126332,3102.0
g08099,2.8556413869185424,354.0
g08101,3.3524950202066837,276.0
g08103,-2.5227667452466616,2630.0
g08105,3.8435897646299475,217.0
g08107,-6.974183375582333,3113.0
g08109,1.3819416910426627,859.0
g08111,-5.828376873589857,3073.0
g08113,-7.0928370913222984,3116.0
g08115,4.254722849405709,166.0
g08117,-6.147925588032677,3090.0
g08119,-2.8933999777944868,2731.0
g08121,-1.6024707765664283,2359.0
g08123,-2.6363197283844975,2667.0
g08125,0.028848547170239658,1565.0
g09001,-4.068935814824603,2944.0
g09003,-0.14968190407089543,1665.0
g09005,-2.8442548911025973,2721.0
g09007,-3.6645605615727104,2882.0
g09009,0.03653769904124182,1562.0
g09011,-1.4094593679854992,2286.0
g09013,-5.637123608202666,3060.0
g09015,-0.5010801856776326,1868.0
g10001,-0.6763455291586367,1953.0
g10003,-2.299719591228922,2572.0
g10005,1.8249795065643546,659.0
g11001,0.18977157417092982,1470.0
g12001,-1.5751378488615755,2349.0
g12003,-2.8123985605756108,2711.0
g12005,-0.37981574149158326,1801.0
g12007,-1.615304216756217,2365.0
g12009,0.47934587220194214,1322.0
g12011,0.8513088502519703,1111.0
g12013,2.2678571854631437,499.0
g12015,5.43409951858801,106.0
g12017,5.592642913483209,98.0
g12019,-3.2209285155769445,2805.0
g12021,3.9801219153883824,196.0
g12023,-0.8245202453638589,2028.0
g12027,1.705311065851126,718.0
g12029,0.4862085684864308,1316.0
g12031,-1.0337888689897443,2113.0
g12033,0.5686242338615946,1263.0
g12035,3.1555796358057284,309.0
g12037,0.6608735512264503,1215.0
g12039,1.7246500123323711,705.0
g12041,-2.029706416488739,2499.0
g12043,4.352484262047472,155.0
g12045,-1.0259810638193327,2110.0
g12047,-2.145238567703175,2535.0
g12049,2.0552882186965133,569.0
g12051,2.5984175508047587,417.0
g12053,3.367245948244991,271.0
g12055,6.572563094379994,65.0
g12057,-0.27330429765520947,1742.0
g12059,-0.7362490344065984,1988.0
g12061,3.8392823113758237,219.0
g12063,0.18978315940737533,1469.0
g12065,-0.6227428404353692,1933.0
g12067,-2.4096208921899844,2604.0
g12069,2.2165378375733615,517.0
g12071,3.502152045061921,256.0
g12073,-2.4321040193610632,2608.0
g12075,1.706832621118704,716.0
g12077,-6.116523743425656,3088.0
g12079,-0.04033124930094667,1599.0
g12081,2.3995046384538163,456.0
g12083,4.053030903262757,185.0
g12085,1.8532438823635342,647.0
g12086,6.245311180754686,73.0
g12087,-1.56957264932171,2347.0
g12089,-2.43458834135473,2609.0
g12091,-1.4130072240541753,2289.0
g12093,2.495215594656833,437.0
g12095,-0.11057682799978807,1643.0
g12097,3.779628723752017,224.0
g12099,2.2559801003459308,505.0
g12101,1.0939726696544585,990.0
g12103,1.9967842710473152,589.0
g12105,1.7794161162606228,685.0
g12107,1.9751026391057565,598.0
g12109,-3.429279110688968,2846.0
g12111,3.0416664704396137,322.0
g12113,-3.7919897699926635,2906.0
g12115,4.654007763574766,140.0
g12117,-2.280761345179531,2567.0
g12119,6.528755574252165,67.0
g12121,0.4351409531452135,1348.0
g12123,-0.6981505595923794,1967.0
g12125,-4.053622239873077,2941.0
g12127,2.3986749436255606,457.0
g12129,-5.18440311224166,3033.0
g12131,-0.09772926459951536,1633.0
g12133,-0.5571290690713633,1899.0
g13001,-2.5470877043885474,2640.0
g13003,0.03663663938357953,1561.0
g13005,-0.6270416597846407,1934.0
g13007,4.215315580258437,169.0
g13009,1.526877427610315,800.0
g13011,-4.348244128665498,2964.0
g13013,-3.328722343283702,2829.0
g13015,-2.27477803552449,2565.0
g13017,3.247670979775885,296.0
g13019,-1.0422522944006014,2122.0
g13021,2.0896659563219426,554.0
g13023,0.8057749914844785,1134.0
g13025,-1.7746769933980389,2418.0
g13027,0.896007511168462,1078.0
g13029,-4.447278220953003,2974.0
g13031,-2.0688438032439063,2514.0
g13033,2.264142122966769,502.0
g13035,-3.1245088305198445,2786.0
g13037,-0.1055658595892921,1639.0
g13039,-3.118897067594819,2784.0
g13043,1.8086740150253635,672.0
g13045,-2.0818946042094435,2516.0
g13047,-1.5138129714859874,2330.0
g13049,-2.912278386053993,2736.0
g13051,-0.24193860493921737,1719.0
g13053,-7.93037227079118,3127.0
g13055,-1.122955234696697,2164.0
g13057,-5.0692118534639174,3023.0
g13059,0.5523540728774803,1277.0
g13061,7.766119001557021,44.0
g13063,0.6690799324333074,1209.0
g13065,3.299565469591882,286.0
g13067,-4.289177194173899,2959.0
g13069,-1.7672144915623698,2415.0
g13071,0.6068077611923157,1238.0
g13073,-5.128246380348326,3028.0
g13075,-0.29543071436807833,1752.0
g13077,-4.04950036145641,2938.0
g13079,-2.5088205936090104,2628.0
g13081,2.820010605719698,367.0
g13083,-2.082879803425932,2517.0
g13085,-3.382670631917895,2839.0
g13087,2.2043716432002824,521.0
g13089,-1.4258661889912023,2297.0
g13091,-1.5070802238636583,2327.0
g13093,-1.565367379497552,2344.0
g13095,3.2557234222601736,295.0
g13097,-3.594681697008731,2868.0
g13099,2.8419620112676314,360.0
g13101,1.9074431549898323,628.0
g13103,-5.422281265534965,3050.0
g13105,2.8333886662433128,365.0
g13107,1.4175232714331636,840.0
g13109,-0.5010366065137501,1867.0
g13111,1.8664969472080977,640.0
g13113,-5.839628231542774,3075.0
g13115,1.1676193801233787,951.0
g13117,-6.983423611376655,3114.0
g13119,-0.047321950683855585,1605.0
g13121,-3.8395714696225567,2914.0
g13123,0.18659969845271607,1473.0
g13125,-0.5266421389304481,1885.0
g13127,1.32423616123238,885.0
g13129,-1.1910368734759094,2198.0
g13131,-0.2127959908792718,1700.0
g13133,1.9875659669782617,592.0
g13135,-3.609166598233021,2872.0
g13137,0.05414010760614696,1552.0
g13139,-1.1739367617003644,2188.0
g13141,3.3600742299442534,275.0
g13143,-0.5934547346579855,1915.0
g13145,-5.927303990931784,3079.0
g13147,1.0438102708625177,1012.0
g13149,-1.6119494518577102,2360.0
g13151,-3.7352748053251683,2894.0
g13153,-2.5584812212358616,2644.0
g13155,-0.889883173472859,2061.0
g13157,-3.326342726062464,2827.0
g13159,-1.5617842378542153,2343.0
g13161,-1.9306225725078678,2468.0
g13163,2.872825144517182,352.0
g13165,2.7242827802485277,390.0
g13167,-1.9059409383508503,2462.0
g13169,-2.573416348469066,2646.0
g13171,-0.7583182165798004,1998.0
g13173,0.3068684513230606,1417.0
g13175,1.0995516341639466,985.0
g13177,-6.269578384917841,3096.0
g13179,-2.4902776811226413,2625.0
g13181,2.7294993722432377,389.0
g13183,-0.6711032997168687,1949.0
g13185,-0.8185484083081704,2024.0
g13187,-2.1968762325105464,2550.0
g13189,0.5839430851049686,1251.0
g13191,1.9186111360256708,623.0
g13193,-0.554141664300019,1898.0
g13195,-1.2886304548113066,2250.0
g13197,0.08917451770368423,1531.0
g13199,0.8803259544278741,1091.0
g13201,1.3586627529846578,868.0
g13205,-0.09706031571030427,1631.0
g13207,-2.7286751358946786,2692.0
g13209,-2.575130980752197,2647.0
g13211,-1.068385205378468,2136.0
g13213,-2.15798070972654,2539.0
g13215,1.5424512838680953,792.0
g13217,-1.664142855286589,2382.0
g13219,-5.462215385796416,3053.0
g13221,-3.3304805666678705,2830.0
g13223,-4.593587518441268,2988.0
g13225,-1.2880064102669713,2248.0
g13227,-2.451999811380779,2613.0
g13229,-0.16538172256732553,1676.0
g13231,-3.3988146209337313,2842.0
g13233,0.5652772610060562,1267.0
g13235,4.606053413025675,142.0
g13237,0.5185354247644108,1292.0
g13239,1.6402262304104465,748.0
g13241,2.569149865886896,423.0
g13243,1.8598243693901115,644.0
g13245,1.7847611659221756,683.0
g13247,-1.2455104940206567,2229.0
g13249,-3.3674061560593764,2835.0
g13251,0.9567098429090151,1049.0
g13253,3.5872337678473736,245.0
g13255,0.8621086481708614,1102.0
g13257,1.7018336135984897,722.0
g13259,-0.5855806697876642,1912.0
g13261,3.0851657608800673,315.0
g13263,1.755919852831724,695.0
g13265,6.072443459789452,82.0
g13267,-2.9945235419278498,2751.0
g13269,1.395502386817032,855.0
g13271,1.681107609083413,730.0
g13273,3.755215687895551,228.0
g13275,1.288407295257638,899.0
g13277,0.5971253334686211,1244.0
g13279,2.0668009722913854,563.0
g13281,3.935302851276527,200.0
g13283,-0.09139775362341851,1630.0
g13285,0.8004469512552146,1138.0
g13287,2.025967667446229,583.0
g13289,-1.1990781403297182,2206.0
g13291,3.5210406091401034,252.0
g13293,2.606099511930712,416.0
g13295,-0.8251159532420403,2029.0
g13297,-2.197635108919353,2551.0
g13299,1.1420953400174116,967.0
g13301,3.2650305685405647,291.0
g13303,0.6631355284875817,1213.0
g13305,-1.9493593172469377,2473.0
g13307,-1.087149059893335,2143.0
g13309,-5.366559848592624,3045.0
g13311,-1.4126855875393187,2288.0
g13313,-0.015164442697459313,1583.0
g13315,-1.2469732368409705,2231.0
g13317,3.488127952864589,260.0
g13319,0.9672690747167392,1047.0
g13321,0.5194267707123739,1291.0
g15001,0.6957871346784965,1197.0
g15003,-2.215051149756806,2553.0
g15005,3.1835806009941043,304.0
g15007,-0.7001830366988633,1970.0
g15009,-1.0331369167121585,2112.0
g16001,-3.695648702295202,2888.0
g16003,1.1808400892614301,945.0
g16005,-1.7835136365324544,2423.0
g16007,0.018506747322337924,1571.0
g16009,0.5372762093576293,1286.0
g16011,-0.8752933145537032,2056.0
g16013,-2.778459975782348,2700.0
g16015,-4.159064666213899,2951.0
g16017,-1.381119811501775,2276.0
g16019,-2.1933693815494486,2549.0
g16021,-1.4831116229179253,2316.0
g16023,1.402084028091674,848.0
g16025,-3.7271386705089466,2892.0
g16027,0.11786912460200005,1515.0
g16029,-3.788957687213886,2905.0
g16031,-1.4913710677565282,2320.0
g16033,2.016446543778577,585.0
g16035,-0.607147675909375,1920.0
g16037,-2.77876360017045,2701.0
g16039,-1.8281391874134745,2437.0
g16041,-4.938466293032063,3016.0
g16043,-1.7094442809834196,2393.0
g16045,1.0221506360552692,1024.0
g16047,-0.7109139967139653,1976.0
g16049,1.687108949019393,727.0
g16051,-4.623083356297759,2991.0
g16053,-0.8454140439445059,2038.0
g16055,-1.7108138066104068,2395.0
g16057,-3.633739879561535,2873.0
g16059,0.8769376230938255,1093.0
g16061,2.896591061128529,346.0
g16063,-1.1770075466343113,2189.0
g16065,-3.0007353800975407,2754.0
g16067,0.45264699740454395,1339.0
g16069,0.3534334956543692,1394.0
g16071,-3.0585630809274615,2769.0
g16073,0.2767913941678244,1430.0
g16075,0.6254676751699426,1228.0
g16077,-2.3928400717955185,2600.0
g16079,1.5635421180276976,779.0
g16081,-5.1012016228369355,3024.0
g16083,-0.26286551885415577,1730.0
g16085,-0.23907675853960197,1717.0
g16087,1.7110152919543111,714.0
g17001,0.8011791794890992,1137.0
g17003,4.332847412106148,158.0
g17005,-0.45035770691568344,1847.0
g17007,-3.30684562897784,2823.0
g17009,-7.682143523433309,3124.0
g17011,0.4804638339999874,1321.0
g17013,0.24314858810676487,1446.0
g17015,1.8098773748559556,667.0
g17017,0.9514222864252195,1052.0
g17019,-2.3022951941384564,2573.0
g17021,0.3347064227062473,1404.0
g17023,-0.5035056329250455,1870.0
g17025,-0.29699749185228025,1754.0
g17027,-2.627934388985593,2665.0
g17029,0.917287125060362,1069.0
g17031,1.3074446613269193,893.0
g17033,-1.4199264960789542,2294.0
g17035,-1.065456101315196,2133.0
g17037,-2.276099322949459,2566.0
g17039,-1.1900201382664102,2196.0
g17041,-0.6393309740401445,1937.0
g17043,-5.114221420856062,3027.0
g17045,1.1683957198403723,949.0
g17047,-1.041383554360995,2120.0
g17049,-1.7848696567234104,2426.0
g17051,-0.779082981127601,2006.0
g17053,0.7111265659659423,1187.0
g17055,1.8954097353797053,630.0
g17057,0.2051393846883805,1463.0
g17059,1.8650878710848342,641.0
g17061,-0.40369166039355653,1819.0
g17063,-3.38347337792258,2840.0
g17065,-0.6137054847164277,1928.0
g17067,0.8750099384604796,1094.0
g17069,1.7797116040207221,684.0
g17071,-0.02849073841356231,1589.0
g17073,-0.9147270998310453,2073.0
g17075,1.1804389785675768,947.0
g17077,-0.08894024613308837,1629.0
g17079,-1.5526523535002699,2341.0
g17081,-0.31085210328274293,1763.0
g17083,-1.2550304612947647,2236.0
g17085,0.7558495978060225,1160.0
g17087,-3.148858036992955,2790.0
g17089,-2.3827843357786147,2595.0
g17091,0.38434325839836847,1375.0
g17093,-6.61224386010016,3105.0
g17095,1.9348841531304735,617.0
g17097,-4.815564923315276,3006.0
g17099,-0.1693054207024145,1682.0
g17101,-2.8622892508040367,2724.0
g17103,-0.6926166707844649,1963.0
g17105,-1.1074327339642775,2156.0
g17107,1.2113029791181027,925.0
g17109,-0.48800803091127154,1862.0
g17111,-5.326638122138146,3042.0
g17113,-2.9895148275479,2749.0
g17115,0.961445932282579,1048.0
g17117,0.04099223811316244,1558.0
g17119,-1.1457917725263365,2175.0
g17121,1.512436026181109,805.0
g17123,0.5642486606215067,1268.0
g17125,0.7435495727644,1167.0
g17127,2.233357083967633,510.0
g17129,-0.7767749110071094,2005.0
g17131,-1.118240730854476,2161.0
g17133,-4.000357068022891,2932.0
g17135,1.00949456359346,1029.0
g17137,1.0778524178080584,993.0
g17139,-0.31466909445637126,1766.0
g17141,-1.4524241570523642,2307.0
g17143,-0.4016512698858232,1817.0
g17145,-1.5526117700335038,2340.0
g17147,-2.727607925804746,2691.0
g17149,1.7013301494699598,723.0
g17151,3.3891944539856174,269.0
g17153,3.149580630504232,310.0
g17155,-2.3137445452692553,2578.0
g17157,-2.1100956868816314,2526.0
g17159,-0.23963753682740746,1718.0
g17161,1.1417318314958989,968.0
g17163,0.309176296654891,1415.0
g17165,1.8090069043626353,671.0
g17167,-0.7968306914214964,2011.0
g17169,-1.4741168812826295,2314.0
g17171,-0.48147750564212266,1859.0
g17173,-0.6660655470837112,1947.0
g17175,-0.029309013720873578,1591.0
g17177,1.972089616306466,600.0
g17179,-1.7872233274416147,2427.0
g17181,1.461523301321407,819.0
g17183,1.5280409566560467,798.0
g17185,-0.007512474242259759,1580.0
g17187,2.778393048489915,376.0
g17189,-1.946510059706926,2472.0
g17191,-0.7336132956517271,1985.0
g17193,2.611148282475045,413.0
g17195,0.7641110666635434,1157.0
g17197,-4.732887267924566,3001.0
g17199,0.9246404934712684,1064.0
g17201,0.6508552989608742,1221.0
g17203,-2.9035146333672213,2734.0
g18001,-0.2712705513421823,1741.0
g18003,-1.1224515437148082,2163.0
g18005,-2.3739353234914633,2590.0
g18007,0.06708799839545565,1547.0
g18009,0.9744019681335596,1041.0
g18011,-5.680803233004732,3062.0
g18013,-0.31535279503329083,1767.0
g18015,-1.5691185280470084,2346.0
g18017,0.7392452869152952,1171.0
g18019,-0.7173266329889791,1979.0
g18021,-0.3046021565583875,1759.0
g18023,0.810790291938807,1132.0
g18025,-0.8555082212249217,2046.0
g18027,-0.6715093927626659,1950.0
g18029,-2.9987883842717014,2753.0
g18031,-1.4197266636307893,2293.0
g18033,-2.5682456803456994,2645.0
g18035,1.8322718403928198,655.0
g18037,-2.6531838524008453,2675.0
g18039,-0.8726869498710712,2053.0
g18041,2.524433680689278,432.0
g18043,-1.0780522044881755,2140.0
g18045,-1.0678135296202997,2135.0
g18047,-3.1862417508952303,2798.0
g18049,-2.117678592205078,2529.0
g18051,-2.263130820994111,2562.0
g18053,2.125855849286379,540.0
g18055,-0.8786554924608019,2058.0
g18057,-7.53626783352552,3119.0
g18059,-3.740156548344236,2895.0
g18061,-3.0071389876756704,2757.0
g18063,-5.338325141345104,3043.0
g18065,-0.2697673181144971,1740.0
g18067,0.921481448472428,1067.0
g18069,-0.8428342075118855,2035.0
g18071,-1.459287892275368,2311.0
g18073,-2.817782914419971,2713.0
g18075,0.0911720141041516,1530.0
g18077,0.27425491416304926,1431.0
g18079,-2.5289057372558266,2632.0
g18081,-3.3473451432917436,2833.0
g18083,-0.11589975214825232,1646.0
g18085,-2.7008445927741436,2684.0
g18087,-0.5189350246183286,1883.0
g18089,0.8927440095342203,1082.0
g18091,-1.3017977594857189,2255.0
g18093,-0.15876665731846873,1673.0
g18095,0.7176810489314722,1182.0
g18097,0.784694658110112,1145.0
g18099,-1.1041364008777548,2153.0
g18101,-2.1224981025651557,2531.0
g18103,-1.8655139850912783,2447.0
g18105,-2.0343027906662066,2502.0
g18107,-0.7275528640856354,1983.0
g18109,-2.7868135672242866,2705.0
g18111,-1.2730209808446713,2241.0
g18113,-1.2978894742804872,2254.0
g18115,-0.6631247679341483,1945.0
g18117,-0.3869922065738919,1807.0
g18119,-1.8712622242206656,2449.0
g18121,-1.0298982408989983,2111.0
g18123,-2.4583773628296117,2615.0
g18125,-2.4960266453586515,2626.0
g18127,-3.256508922423189,2811.0
g18129,-3.0785074933092416,2776.0
g18131,-1.1088579602380042,2158.0
g18133,-3.550792423579637,2863.0
g18135,-0.11946554128261978,1649.0
g18137,-0.7925704532116691,2009.0
g18139,-1.106053429415599,2155.0
g18141,0.017353094519287904,1572.0
g18143,-1.2042758620188432,2211.0
g18145,-0.9653664561279349,2089.0
g18147,-2.8858730315950445,2726.0
g18149,-0.21511770486421278,1702.0
g18151,-2.4210547453777673,2605.0
g18153,-2.506956165868182,2627.0
g18155,0.0002808168113337395,1579.0
g18157,-2.641694359232294,2671.0
g18159,-0.5844791216344751,1910.0
g18161,-1.8533698409543833,2442.0
g18163,0.7201498914190181,1178.0
g18165,0.8548656707214081,1107.0
g18167,-0.27943864450951317,1745.0
g18169,1.6400043643475306,749.0
g18171,-2.7859736196390177,2704.0
g18173,-3.4390590334339537,2848.0
g18175,-1.7836840550381323,2424.0
g18177,2.668929748800918,403.0
g18179,-0.8666995285384371,2049.0
g18181,-0.43139962788981845,1830.0
g18183,-3.189707184668096,2801.0
g19001,0.2724529502417439,1433.0
g19003,1.6350400960691405,750.0
g19005,0.8394270791141519,1117.0
g19007,1.5655808034773973,778.0
g19009,2.513921642920272,434.0
g19011,-2.108267065058275,2525.0
g19013,-0.05711364441717515,1611.0
g19015,-1.6492263264871072,2372.0
g19017,-1.718846694397711,2398.0
g19019,-1.9496667460380006,2474.0
g19021,1.1840561811210661,942.0
g19023,0.5063517131865993,1303.0
g19025,2.5740256946601603,421.0
g19027,1.5074487714937206,810.0
g19029,1.584663730671646,770.0
g19031,-1.2178965974414453,2213.0
g19033,0.8958502705859681,1079.0
g19035,0.6666816809320588,1211.0
g19037,-1.5604050171697799,2342.0
g19039,1.5261004208085118,801.0
g19041,0.26532830057939005,1438.0
g19043,0.4902473173877455,1313.0
g19045,-0.1606624693039509,1675.0
g19047,1.451352500112069,823.0
g19049,-5.412928655489122,3048.0
g19051,-0.1301985152390172,1653.0
g19053,0.8987768578676923,1076.0
g19055,-1.5954063132187861,2357.0
g19057,1.3096447448514041,891.0
g19059,-0.29933051261077326,1756.0
g19061,-0.5741250781061853,1905.0
g19063,0.3310031068363666,1406.0
g19065,0.4547767943228117,1338.0
g19067,1.1118923923832695,979.0
g19069,1.0222614170249935,1023.0
g19071,0.3684842861753802,1383.0
g19073,0.48797873334730535,1315.0
g19075,-1.62722984472409,2368.0
g19077,-0.23138362410604074,1713.0
g19079,-0.1368419896413393,1659.0
g19081,-0.35969705318832745,1793.0
g19083,0.43836148866610025,1343.0
g19085,-0.13646518203030933,1658.0
g19087,-0.031053068718473242,1592.0
g19089,0.7195214019385128,1179.0
g19091,0.2811100576256522,1428.0
g19093,0.7312648647991874,1173.0
g19095,-1.4895012946874662,2319.0
g19097,-0.44228312706570416,1841.0
g19099,-0.7630401479657564,2000.0
g19101,-2.8212364489009363,2714.0
g19103,-3.80058845622007,2911.0
g19105,-1.114994907488846,2160.0
g19107,1.048610639215355,1008.0
g19109,0.4856221941030723,1317.0
g19111,0.6522253829099316,1220.0
g19113,-2.6025458557294723,2658.0
g19115,-0.034048022101301145,1595.0
g19117,0.7736672603461353,1150.0
g19119,-1.0555084810289928,2129.0
g19121,-2.981211197764817,2746.0
g19123,-1.1305455674624332,2167.0
g19125,-1.7017077383567834,2392.0
g19127,1.3347192191758133,878.0
g19129,-2.594826572166785,2655.0
g19131,0.3675715847973554,1384.0
g19133,2.909903335585891,343.0
g19135,-1.4836850211265076,2317.0
g19137,2.3081546419495966,486.0
g19139,-0.2997590204099181,1757.0
g19141,0.5530047971568897,1276.0
g19143,0.29147482609021313,1425.0
g19145,0.8582975114359059,1104.0
g19147,1.2196002889341366,922.0
g19149,-1.631782382664731,2369.0
g19151,1.5991772186741589,759.0
g19153,-2.3111778802707206,2577.0
g19155,0.10345503058109484,1521.0
g19157,0.9327344864797387,1061.0
g19159,2.6865067655415626,397.0
g19161,1.1845373740042753,941.0
g19163,-1.8796650459221276,2454.0
g19165,0.627563059626544,1227.0
g19167,-2.2397546878436088,2559.0
g19169,-4.57472115633437,2987.0
g19171,1.9444667324335172,612.0
g19173,2.1675354122075223,532.0
g19175,0.8631718219840405,1100.0
g19177,0.6098950833678349,1237.0
g19179,1.373360688018761,860.0
g19181,-2.378237267743992,2593.0
g19183,0.07056810083496101,1543.0
g19185,2.0409130215630253,576.0
g19187,0.4733602181594809,1326.0
g19189,0.09451976717638022,1525.0
g19191,-1.0421236095849458,2121.0
g19193,0.4193628530120581,1352.0
g19195,-0.6560398944614523,1942.0
g19197,1.647567559443825,740.0
g20001,1.3967857078343133,853.0
g20003,0.6236828096789753,1229.0
g20005,0.8095298434241243,1133.0
g20007,-0.34927740468924884,1787.0
g20009,0.750466924970276,1165.0
g20011,1.619422000426954,753.0
g20013,4.031226918191984,189.0
g20015,-3.126786666642307,2787.0
g20017,2.489545742782119,438.0
g20019,3.36483912176552,273.0
g20021,1.045808982374354,1010.0
g20023,3.1237741475066967,312.0
g20025,3.5687441726241143,246.0
g20027,0.047085921152706156,1554.0
g20029,3.7881688285183728,222.0
g20031,0.29999033517782125,1420.0
g20033,2.7738484893391755,379.0
g20035,0.88009625110335,1092.0
g20037,0.2116587112712427,1461.0
g20039,4.265199438467812,165.0
g20041,-0.23864010593621565,1716.0
g20043,-1.678247136251318,2386.0
g20045,-3.1739383207468257,2795.0
g20047,-0.6855436690344903,1959.0
g20049,2.8415854432484196,361.0
g20051,-1.2788252148129553,2243.0
g20053,-0.9201297973114633,2075.0
g20055,0.24009040280321892,1447.0
g20057,1.0341835914387445,1018.0
g20059,-0.8994197856051072,2064.0
g20061,-1.8492805095900606,2441.0
g20063,-0.2639856236350423,1736.0
g20065,1.0570681838392846,1005.0
g20067,-1.0231726567714117,2108.0
g20069,-0.959624498931179,2088.0
g20071,2.8026442678461763,370.0
g20073,2.9330614471968506,335.0
g20075,-0.6581170702702015,1943.0
g20077,2.005034995599564,587.0
g20079,0.8652721989734524,1099.0
g20081,-1.612140908204465,2361.0
g20083,-2.0029560359483396,2490.0
g20085,-0.22618239592252287,1707.0
g20087,-3.0721664390494645,2774.0
g20089,1.7455007259257813,697.0
g20091,-5.314727475937362,3041.0
g20093,-2.1611097601206026,2541.0
g20095,-0.23050273612097305,1712.0
g20097,0.11386811607800418,1518.0
g20099,1.5713505941614048,776.0
g20101,-0.43170866105548544,1832.0
g20103,-3.5991580425496434,2870.0
g20105,1.4922001152710525,812.0
g20107,-2.3054720028310434,2574.0
g20109,0.6585944543613964,1218.0
g20111,1.705112682146508,719.0
g20113,-0.40341164278228603,1818.0
g20115,0.8696792541654118,1097.0
g20117,1.016865999471857,1027.0
g20119,0.7233468735714434,1175.0
g20121,-3.093394815906603,2781.0
g20123,0.14375206982000543,1495.0
g20125,2.099595078069221,549.0
g20127,0.7155359302448973,1185.0
g20129,1.0215015612996559,1025.0
g20131,1.7154125493420336,711.0
g20133,1.7123564699038787,713.0
g20135,3.1691930312711634,307.0
g20137,-1.1485959817237483,2176.0
g20139,-0.8117238223691943,2021.0
g20141,2.2074207387115363,520.0
g20143,-2.622240499415382,2663.0
g20145,-1.8765289070910067,2451.0
g20147,1.1679519578904363,950.0
g20149,-3.3556403885429957,2834.0
g20151,-0.08121908389919663,1623.0
g20153,2.2411310766663792,509.0
g20155,0.7967605585326918,1140.0
g20157,2.349137117475153,472.0
g20159,1.258386005632662,910.0
